Timestamp,Temperature,Humidity,Direction,Speed,Rainfall,Pressure,PM 2.5
"1/2/2023, 15:46:30",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:46:33",41.11,24,90,3.22,0,998.4,52
"1/2/2023, 15:46:36",41.11,24,90,3.22,0,998.4,52
"1/2/2023, 15:46:39",41.11,24,135,3.22,0,998.4,52
"1/2/2023, 15:46:42",41.11,24,225,3.22,0,998.4,52
"1/2/2023, 15:46:45",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:46:48",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:46:51",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:46:54",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:46:57",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:47:00",41.11,24,135,3.22,0,998.4,49
"1/2/2023, 15:47:05",41.11,24,135,3.22,0,998.4,49
"1/2/2023, 15:47:06",41.11,24,135,3.22,0,998.4,49
"1/2/2023, 15:47:07",41.11,24,0,3.22,0,998.4,49
"1/2/2023, 15:47:09",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:47:10",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:47:12",41.11,24,135,3.22,0,998.4,59
"1/2/2023, 15:47:13",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:47:15",41.11,24,225,3.22,0,998.4,59
"1/2/2023, 15:47:16",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:47:18",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:47:19",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:47:21",41.11,24,0,3.22,0,998.4,51
"1/2/2023, 15:47:22",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:47:25",41.11,24,0,3.22,0,998.4,52
"1/2/2023, 15:47:28",41.11,24,135,3.22,0,998.4,52
"1/2/2023, 15:47:31",41.11,24,90,3.22,0,998.4,51
"1/2/2023, 15:47:34",41.11,24,90,3.22,0,998.4,51
"1/2/2023, 15:47:37",41.11,24,90,3.22,0,998.4,51
"1/2/2023, 15:47:40",41.11,24,90,3.22,0,998.4,51
"1/2/2023, 15:47:43",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:47:46",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:47:49",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:47:52",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:47:55",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:47:58",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:48:01",41.11,24,135,3.22,0,998.4,52
"1/2/2023, 15:48:04",41.11,24,135,3.22,0,998.4,52
"1/2/2023, 15:48:07",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:48:10",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:48:13",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:48:16",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:48:19",41.11,24,135,3.22,0,998.4,51
"1/2/2023, 15:48:22",41.11,24,135,3.22,0,998.4,47
"1/2/2023, 15:48:25",41.11,24,135,3.22,0,998.4,49
"1/2/2023, 15:48:28",41.11,24,135,3.22,0,998.4,49
"1/2/2023, 15:48:31",41.11,24,135,3.22,0,998.4,49
"1/2/2023, 15:48:34",41.11,24,135,3.22,0,998.4,49
"1/2/2023, 15:48:45",41.11,24,495,3.22,0,998.4,49
"1/2/2023, 15:48:46",41.11,24,225,3.22,0,998.4,49
"1/2/2023, 15:48:49",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:48:50",41.11,24,0,3.22,0,998.4,51
"1/2/2023, 15:48:52",41.11,24,225,3.22,0,998.4,51
"1/2/2023, 15:48:59",41.11,24,450,3.22,0,998.4,51
"1/2/2023, 15:49:04",41.11,24,315,3.22,0,998.4,51
"1/2/2023, 15:49:05",41.11,24,0,3.22,0,998.4,59
"1/2/2023, 15:49:08",41.11,24,0,3.22,0,998.4,49
"1/2/2023, 15:49:11",41.11,24,0,3.22,0,998.4,48
